,marital_cat,education_cat,default_cat,loan_cat,contact_cat,housing_cat,campaign_cat1,campaign_cat2,poutcome_cat,day_cat,y_bool,age_cat,balance,duration
4063,1,1,1,1,0,0,0,0,1,1,0,0,2431,221
4064,1,1,1,1,0,0,0,0,1,1,0,0,1497,374
4065,1,0,1,1,0,0,1,1,1,1,0,0,7934,123
4066,1,1,1,1,0,1,1,1,1,1,0,0,1261,166
4067,1,1,1,1,0,0,1,1,1,1,0,0,1124,37
4068,1,0,1,1,0,0,1,1,1,1,0,1,196,35
4069,1,1,1,1,0,0,0,0,1,1,0,0,-471,668
4070,1,1,1,0,0,0,0,0,1,1,0,0,497,88
4071,0,0,1,1,0,1,1,1,1,1,0,1,1920,77
4072,0,0,1,1,0,1,1,1,1,1,0,0,8180,312
4073,1,1,1,1,0,0,1,1,1,1,0,0,2784,181
4074,1,1,1,1,0,1,1,0,1,1,0,0,556,134
4075,1,1,1,0,0,0,0,0,1,1,0,0,517,61
4076,1,0,1,0,0,0,1,1,1,1,0,0,-154,258
4077,0,1,1,1,0,1,1,1,1,1,0,0,0,131
4078,1,1,1,1,0,0,1,1,1,1,0,0,522,71
4079,0,1,1,1,0,1,1,1,1,1,0,0,-342,153
4080,1,1,1,1,0,0,1,0,1,1,0,0,43,405
4081,1,1,1,1,0,0,1,1,1,1,0,1,12210,256
4082,1,0,1,1,0,0,1,1,1,1,0,0,8806,131
4083,0,1,1,1,0,0,1,1,1,1,0,0,2402,219
4084,1,1,0,1,0,0,1,1,1,1,0,0,-848,468
4085,1,1,1,1,0,1,1,1,1,1,0,0,0,326
4086,1,1,1,0,0,0,1,1,1,1,0,0,674,412
4087,0,1,1,1,0,0,1,1,1,1,0,0,778,579
4088,1,1,1,0,0,0,1,0,1,1,0,0,384,277
4089,0,1,1,1,0,0,1,1,1,1,0,0,256,316
4090,1,1,1,1,0,0,1,1,1,1,1,0,1020,882
4091,1,1,1,1,0,0,1,1,1,1,0,0,1463,380
4092,0,1,1,1,0,0,1,1,1,1,0,0,761,169
4093,1,1,1,1,0,0,1,1,1,1,0,0,1380,127
4094,1,0,1,1,0,0,0,0,1,1,0,0,71,122
4095,1,1,0,0,0,0,0,0,1,1,0,0,-1249,83
4096,1,1,1,1,0,0,1,1,1,1,0,0,4089,318
4097,1,0,1,1,0,0,1,0,1,1,0,0,3736,29
4098,1,0,1,1,0,0,1,1,1,1,0,0,2407,218
4099,1,1,1,1,0,0,1,1,1,1,0,0,1781,144
4100,1,1,1,1,0,0,1,1,1,1,0,0,4667,130
4101,0,1,1,1,0,0,1,1,1,1,0,0,2,429
4102,1,1,1,1,0,0,1,1,1,1,0,0,259,27
4103,1,1,1,1,0,0,1,1,1,1,0,0,445,546
4104,1,1,1,0,0,0,1,1,1,1,0,0,132,343
4105,0,0,1,1,0,0,1,1,1,1,0,0,2,95
4106,1,1,1,1,0,0,1,1,1,1,0,0,283,156
4107,0,1,1,1,0,0,1,1,1,1,0,0,830,112
4108,1,1,1,0,0,0,1,1,1,1,0,1,75,351
4109,1,1,1,1,0,0,1,1,1,1,0,0,158,198
4110,1,0,1,0,0,0,1,1,1,1,0,0,46,165
4111,1,1,1,0,0,0,1,1,1,1,0,0,4301,134
4112,1,1,1,1,0,0,0,0,1,1,0,1,815,268
4113,1,1,1,1,0,0,1,1,1,1,0,0,128,298
4114,0,0,1,1,0,0,1,1,1,1,0,1,457,63
4115,1,0,1,1,0,1,1,1,1,1,0,1,0,455
4116,1,1,1,1,0,0,1,1,1,1,0,1,374,188
4117,1,1,1,1,0,0,1,1,1,1,0,0,3259,241
4118,0,1,1,1,0,0,1,1,1,1,0,0,-19,201
4119,1,1,1,1,0,0,1,1,1,1,0,0,316,27
4120,1,1,1,1,0,0,1,1,1,1,0,0,398,206
4121,1,1,1,1,0,0,1,1,1,1,0,0,2996,68
4122,1,1,1,1,0,0,1,0,1,1,0,0,292,82
4123,1,1,1,1,0,0,1,1,1,1,0,1,5431,97
4124,1,1,1,1,0,0,1,1,1,1,0,0,323,138
4125,1,1,1,1,0,0,1,1,1,1,0,0,1312,285
4126,1,0,1,1,0,0,1,1,1,1,0,0,953,135
4127,1,1,1,1,0,1,1,0,1,1,0,0,5,268
4128,1,1,1,1,0,0,1,1,1,1,0,1,213,267
4129,1,1,1,0,0,0,1,1,1,1,0,0,976,382
4130,1,0,1,1,0,0,0,0,1,1,0,0,970,208
4131,1,1,1,1,0,0,1,0,1,1,0,0,87,259
4132,1,1,1,1,0,0,1,1,1,1,0,0,59,18
4133,1,1,1,1,0,0,1,1,1,1,0,1,80,234
4134,1,0,1,1,0,0,0,0,1,1,0,0,3444,792
4135,1,1,1,0,0,0,1,1,1,1,0,0,12697,95
4136,1,1,1,1,0,0,1,1,1,1,1,0,863,943
4137,1,1,0,1,0,0,1,1,1,1,0,1,0,352
4138,1,1,1,1,0,1,1,1,1,1,0,0,18,798
4139,1,1,1,1,0,0,0,0,1,1,0,0,33,84
4140,1,0,1,1,0,0,1,0,1,1,0,0,281,100
4141,1,1,1,1,0,0,0,0,1,1,0,0,-206,85
4142,1,1,1,1,0,0,1,1,1,1,0,0,36,143
4143,1,0,1,1,0,1,1,1,1,1,0,0,1879,115
4144,1,0,1,1,0,0,1,1,1,1,0,0,10,73
4145,1,1,1,1,0,0,1,1,1,1,0,1,77,31
4146,1,1,1,1,0,0,1,1,1,1,0,0,369,182
4147,1,1,1,1,0,1,1,1,1,1,0,1,43,190
4148,1,0,1,1,0,0,1,1,1,1,0,0,392,351
4149,1,1,1,1,0,1,1,1,1,1,0,0,0,179
4150,1,0,1,1,0,1,1,1,1,1,0,0,14752,107
4151,1,0,1,1,0,1,1,0,1,1,0,1,738,529
4152,1,1,1,1,0,0,1,1,1,1,0,1,836,36
4153,1,0,1,1,0,0,1,1,1,1,0,0,2851,122
4154,1,1,1,1,0,1,1,1,1,1,0,0,296,198
4155,1,0,1,1,0,0,1,1,1,1,0,0,1076,67
4156,1,1,1,1,0,0,1,1,1,1,0,0,25,264
4157,1,0,1,0,0,0,1,0,1,1,0,1,-172,238
4158,1,1,1,1,0,0,1,1,1,1,0,0,197,112
4159,1,1,1,1,0,0,1,1,1,1,0,0,5057,21
4160,1,0,1,1,0,0,1,1,1,1,0,0,284,81
4161,1,1,1,1,0,0,1,0,1,1,0,1,1012,496
4162,0,1,1,1,0,0,1,0,1,1,0,1,4378,78
4163,1,1,1,1,0,1,1,1,1,1,0,0,2718,114
4164,1,0,1,1,0,0,0,0,1,1,0,0,103,156
4165,1,1,1,1,0,0,1,1,1,1,0,1,1827,211
4166,1,1,1,1,0,0,1,1,1,1,0,0,41,265
4167,1,1,1,1,0,0,1,1,1,1,0,1,484,48
4168,1,1,1,1,0,0,1,1,1,1,0,1,146,104
4169,1,1,1,1,0,0,1,1,1,1,0,1,3,610
4170,1,1,1,1,0,0,1,1,1,1,0,0,259,287
4171,1,1,1,1,0,0,1,1,1,1,0,0,830,68
4172,0,0,1,1,0,0,1,1,1,1,0,0,242,336
4173,1,1,1,1,0,0,1,1,1,1,0,1,0,202
4174,1,1,1,1,0,0,1,1,1,1,0,0,6042,228
4175,1,1,1,1,0,0,1,1,1,1,0,0,-341,192
4176,0,1,1,1,0,0,1,1,1,1,0,0,221,343
4177,1,1,1,1,0,0,1,1,1,1,0,1,-46,23
4178,1,1,1,1,0,1,1,1,1,1,0,1,-5,260
4179,1,1,1,1,0,0,1,1,1,1,0,1,617,387
4180,1,1,1,1,0,0,1,1,1,1,0,0,134,70
4181,1,0,1,1,0,0,1,1,1,1,0,1,625,158
4182,1,1,1,1,0,1,1,0,1,1,0,1,775,35
4183,1,1,1,1,0,0,1,0,1,1,0,0,221,145
4184,1,1,1,1,0,0,1,1,1,1,0,1,-31,257
4185,1,1,1,1,0,0,1,1,1,1,1,0,97,607
4186,0,1,1,1,0,0,1,0,1,1,0,0,81,214
4187,1,1,1,1,0,0,0,0,1,1,0,0,16,127
4188,1,1,1,1,0,0,0,0,1,1,0,0,144,260
4189,1,1,1,1,0,1,0,0,1,1,0,0,889,197
4190,1,1,1,0,0,0,1,1,1,1,0,0,-481,174
4191,1,1,1,1,0,0,1,1,1,1,0,0,680,144
4192,1,1,1,1,0,0,1,1,1,1,0,0,-754,222
4193,1,1,1,1,0,0,1,1,1,1,0,0,2993,136
4194,0,1,1,1,0,0,0,0,1,1,0,0,501,546
4195,1,1,1,1,0,0,1,1,1,1,0,0,365,49
4196,0,0,1,1,0,0,0,0,1,1,0,0,477,335
4197,1,1,1,1,0,0,1,1,1,1,0,1,72,105
4198,1,0,1,0,0,0,1,0,1,1,0,0,2085,488
4199,1,1,1,0,0,0,1,0,1,1,0,0,705,1203
4200,1,1,1,1,0,0,0,0,1,1,1,0,754,1022
4201,1,1,1,1,0,0,1,1,1,1,0,1,512,128
4202,1,1,1,0,0,0,1,0,1,1,0,1,300,126
4203,1,1,1,1,0,0,1,1,1,1,0,1,67,387
4204,0,1,1,1,0,0,1,1,1,1,0,0,912,258
4205,1,0,1,1,0,0,1,1,1,1,0,0,0,199
4206,1,1,1,1,0,0,1,1,1,1,0,0,86,364
4207,1,1,1,1,0,0,1,1,1,1,0,1,0,123
4208,1,0,1,1,0,0,0,0,1,1,0,0,79,201
4209,1,1,1,1,0,0,1,0,1,1,0,0,87,193
4210,1,1,1,0,0,0,1,0,1,1,0,0,3196,159
4211,1,1,1,1,0,0,0,0,1,1,0,0,181,131
4212,1,1,1,1,0,0,1,0,1,1,0,0,354,166
4213,1,1,1,1,0,0,1,1,1,1,0,1,220,480
4214,1,0,1,1,0,0,0,0,1,1,0,0,2128,149
4215,1,1,1,1,0,0,1,1,1,1,0,0,4357,110
4216,1,0,1,1,0,0,1,0,1,1,0,1,1306,396
4217,1,0,1,1,0,0,1,0,1,1,0,0,425,124
4218,1,1,1,0,0,0,1,0,1,1,0,0,68,163
4219,1,1,1,0,0,0,1,1,1,1,0,0,1990,13
4220,1,1,1,1,0,0,1,1,1,1,0,0,978,259
4221,1,1,1,0,0,0,1,1,1,1,0,0,0,162
4222,1,1,1,1,0,1,1,1,1,1,0,0,824,102
4223,1,1,1,1,0,0,1,1,1,1,0,0,679,723
4224,1,0,1,1,0,0,1,1,1,1,0,0,262,89
4225,0,1,1,0,0,1,1,1,1,1,0,0,86,703
4226,1,1,1,1,0,0,1,1,1,1,0,0,1017,257
4227,1,0,1,0,0,0,1,1,1,1,0,0,456,289
4228,1,1,1,0,0,0,1,1,1,1,0,0,6353,361
4229,1,1,1,1,0,1,1,1,1,1,0,1,103,314
4230,0,1,1,1,0,0,1,1,1,1,0,0,467,83
4231,1,1,1,1,0,0,1,1,1,1,0,0,841,215
4232,1,1,1,1,0,0,0,0,1,1,0,0,0,115
4233,1,1,1,0,0,0,1,0,1,1,0,0,-346,147
4234,1,1,1,1,0,0,1,1,1,1,0,0,157,285
4235,1,1,1,1,0,0,1,1,1,1,0,0,459,102
4236,1,1,1,0,0,0,0,0,1,1,0,0,464,183
4237,1,1,1,1,0,0,1,1,1,1,0,0,2085,70
4238,1,0,1,1,0,0,1,1,1,1,0,0,1323,19
4239,1,1,1,1,0,0,1,1,1,1,0,0,75,346
4240,1,0,1,1,0,0,1,1,1,1,0,0,-288,643
4241,1,1,1,1,0,0,1,1,1,1,0,0,713,78
4242,1,1,1,1,0,0,1,1,1,1,0,0,1071,411
4243,1,1,1,1,0,0,1,1,1,1,0,0,887,133
4244,1,1,1,1,0,1,0,0,1,1,0,0,-288,193
4245,1,0,1,1,0,0,1,1,1,1,0,0,3722,590
4246,1,1,1,0,0,0,1,1,1,1,0,0,3,151
4247,1,1,1,1,0,0,1,1,1,1,0,1,85,109
4248,1,0,1,1,0,0,1,1,1,1,0,0,6489,263
4249,1,1,1,1,0,1,0,0,1,1,0,0,3457,103
4250,0,1,1,1,0,0,1,1,1,1,0,0,409,333
4251,1,1,1,1,0,0,1,1,1,1,0,0,396,104
4252,1,1,1,1,0,0,0,0,1,1,0,0,101,191
4253,1,1,1,1,0,0,1,1,1,1,0,0,402,571
4254,1,1,1,1,0,0,1,1,1,1,0,1,525,180
4255,1,1,1,1,0,0,1,1,1,1,0,0,3855,657
4256,1,1,1,0,0,0,1,1,1,1,0,0,157,107
4257,1,1,1,1,0,0,1,0,1,1,0,0,1897,335
4258,1,1,1,1,0,0,1,0,1,1,0,1,36,120
4259,1,1,1,1,0,0,1,1,1,1,0,1,171,219
4260,1,0,1,1,0,0,1,1,1,1,0,1,148,148
4261,1,0,1,1,0,0,1,1,1,1,0,0,208,214
4262,1,0,1,1,0,0,1,1,1,1,0,0,1536,400
4263,1,1,1,0,0,0,1,1,1,1,0,0,476,503
4264,1,1,1,1,0,0,0,0,1,1,0,0,42,125
4265,1,1,1,1,0,0,1,1,1,1,0,1,-233,329
4266,1,1,1,1,0,0,1,0,1,1,0,0,1540,194
4267,1,1,1,1,0,0,1,1,1,1,0,1,3238,7
4268,1,0,1,1,0,0,1,1,1,1,0,1,210,53
4269,1,1,1,1,0,0,1,1,1,1,0,0,1629,344
4270,0,1,1,1,0,0,1,1,1,1,0,1,112,104
4271,0,1,1,1,0,0,1,0,1,1,1,0,1040,552
4272,1,0,1,1,0,0,1,1,1,1,0,1,76,345
4273,1,1,1,1,0,0,1,1,1,1,0,1,362,263
4274,0,1,1,1,0,0,0,0,1,1,0,0,1116,88
4275,1,1,1,1,0,0,0,0,1,1,0,0,-365,44
4276,1,0,1,1,0,0,1,1,1,1,0,0,2567,401
4277,1,1,1,1,0,0,0,0,1,1,0,0,19,178
4278,1,0,1,0,0,0,0,0,1,1,0,0,146,53
4279,0,1,1,1,0,0,1,1,1,1,0,0,125,349
4280,0,1,1,1,0,0,0,0,1,1,0,0,47,34
4281,0,1,1,1,0,0,1,0,1,1,0,1,0,48
4282,1,0,1,1,0,1,0,0,1,1,0,0,0,182
4283,1,1,1,0,0,0,1,1,1,1,0,0,462,147
4284,1,1,1,1,0,0,0,0,1,1,0,0,4087,457
4285,1,1,1,1,0,1,1,1,1,1,0,1,16,193
4286,1,0,1,1,0,0,1,0,1,1,0,0,665,142
4287,1,1,1,0,0,0,1,1,1,1,0,1,471,123
4288,1,1,1,1,0,0,1,0,1,1,0,1,613,65
4289,1,1,1,1,0,0,1,1,1,1,0,0,645,420
4290,1,1,1,1,0,0,1,1,1,1,0,0,1087,100
4291,1,0,1,0,0,0,1,1,1,1,0,0,2079,403
4292,1,1,1,1,0,0,1,0,1,1,0,0,1633,229
4293,1,0,1,1,0,0,1,1,1,1,0,1,1022,445
4294,1,1,1,1,0,0,0,0,1,1,0,0,1211,206
4295,1,1,1,1,0,0,1,1,1,1,0,0,9714,182
4296,1,1,1,1,0,1,1,1,1,1,0,0,642,183
4297,0,1,1,1,0,0,1,1,1,1,0,0,1851,140
4298,1,1,1,1,0,0,1,0,1,1,0,1,405,134
4299,1,1,1,1,0,0,0,0,1,1,0,0,358,88
4300,1,1,1,0,0,0,0,0,1,1,0,0,170,234
4301,1,1,1,1,0,0,1,0,1,1,0,0,2420,215
4302,1,1,1,1,0,0,0,0,1,1,0,0,1484,194
4303,1,1,1,1,0,0,1,1,1,1,0,1,422,394
4304,1,1,1,0,0,0,1,1,1,1,0,1,350,5
4305,1,1,1,0,0,0,1,1,1,1,0,1,919,408
4306,1,1,1,1,0,0,1,1,1,1,0,0,444,114
4307,1,1,1,1,0,0,1,1,1,1,0,0,1253,210
4308,1,1,1,0,0,0,0,0,1,1,0,0,320,243
4309,1,1,1,1,0,0,0,0,1,1,0,0,1066,180
4310,1,0,1,1,0,0,1,1,1,1,0,1,-134,8
4311,1,1,1,0,0,0,0,0,1,1,0,0,1146,458
4312,1,0,1,1,0,0,1,1,1,1,0,0,424,313
4313,0,1,1,1,0,0,1,1,1,1,1,0,122,1622
4314,1,1,1,1,0,0,1,1,1,1,0,0,212,324
4315,1,1,1,1,0,0,1,0,1,1,0,1,5,205
4316,1,1,1,1,0,1,1,1,1,1,0,0,580,310
4317,1,1,1,0,0,0,1,1,1,1,0,1,3992,194
4318,0,1,1,1,0,0,0,0,1,1,0,0,141,165
4319,0,1,1,1,0,0,0,0,1,1,0,0,361,86
4320,1,1,1,1,0,0,1,1,1,1,0,1,8195,160
4321,0,1,1,1,0,0,0,0,1,1,0,0,3524,492
4322,1,1,1,0,0,0,1,0,1,1,0,0,1710,187
4323,1,0,1,1,0,0,0,0,1,1,0,0,177,197
4324,1,1,1,1,0,1,0,0,1,1,0,0,199,95
4325,1,1,1,1,0,1,1,0,1,1,0,0,0,159
4326,1,1,1,0,0,0,0,0,1,1,1,0,880,967
4327,1,1,1,1,0,0,1,1,1,1,0,0,771,221
4328,0,1,1,1,0,0,0,0,1,1,0,0,164,102
4329,1,1,1,1,0,0,0,0,1,1,1,0,501,579
4330,1,0,1,1,0,0,0,0,1,1,0,0,9051,124
4331,0,0,1,1,0,1,0,0,1,1,0,0,103,158
4332,1,1,1,1,0,0,0,0,1,1,0,0,89,162
4333,1,1,1,1,0,0,1,1,1,1,0,0,4111,211
4334,1,0,1,1,0,0,0,0,1,1,0,0,170,51
4335,1,1,1,1,0,0,0,0,1,1,0,0,1854,173
4336,1,1,1,1,0,0,1,0,1,1,0,0,233,220
4337,1,1,1,1,0,0,1,1,1,1,0,1,819,110
4338,1,1,1,1,0,0,0,0,1,1,0,1,1019,99
4339,1,0,1,0,0,0,0,0,1,1,0,0,1147,112
4340,1,1,1,1,0,0,0,0,1,1,0,0,279,168
4341,1,0,1,1,0,0,1,0,1,1,0,0,1263,283
4342,0,1,1,1,0,0,0,0,1,1,0,0,7449,235
4343,1,1,1,1,0,0,0,0,1,1,0,0,198,138
4344,1,0,1,1,0,0,0,0,1,1,0,1,710,374
4345,0,1,1,1,0,0,0,0,1,1,0,0,858,353
4346,1,1,1,0,0,0,1,1,1,1,0,0,1344,147
4347,1,1,1,1,0,0,0,0,1,1,0,0,149,332
4348,1,0,1,1,0,0,0,0,1,1,0,0,208,179
4349,1,1,1,1,0,0,0,0,1,1,0,1,224,571
4350,1,1,1,1,0,0,0,0,1,1,0,0,91,492
4351,1,1,0,1,0,0,0,0,1,1,0,1,-3,265
4352,1,1,1,0,0,0,1,1,1,1,0,1,316,360
4353,1,1,1,0,0,0,1,1,1,1,0,0,846,175
4354,1,0,1,1,0,0,0,0,1,1,0,0,352,97
4355,1,0,1,1,0,0,1,0,1,1,0,0,-22,84
4356,1,1,1,1,0,0,0,0,1,1,0,1,4923,57
4357,1,1,0,1,0,1,0,0,1,1,0,0,6,105
4358,0,1,1,0,0,0,1,0,1,1,0,0,312,886
4359,1,1,1,1,0,0,0,0,1,1,0,0,61,182
4360,1,0,1,1,0,0,0,0,1,1,0,0,53,467
4361,1,0,1,1,0,0,0,0,1,1,0,0,-345,18
4362,0,1,1,1,0,0,0,0,1,1,0,0,0,21
4363,1,1,1,0,0,0,0,0,1,1,0,0,2231,470
4364,1,0,1,1,0,0,1,0,1,1,0,0,337,85
4365,1,0,1,1,0,0,1,1,1,1,0,0,413,243
4366,1,1,1,1,0,0,0,0,1,1,0,0,1345,120
4367,1,0,1,1,0,0,1,1,1,1,0,0,522,298
4368,1,0,1,0,0,0,1,1,1,1,0,1,523,249
4369,1,1,1,1,0,0,0,0,1,1,0,0,261,87
4370,1,1,1,1,0,0,1,1,1,1,0,1,3776,217
4371,1,1,1,1,0,0,0,0,1,1,0,1,437,44
4372,1,0,1,1,0,0,1,1,1,1,0,0,490,622
4373,1,0,1,1,0,0,1,1,1,1,0,0,6482,182
4374,1,0,1,1,0,1,0,0,1,1,0,0,3544,195
4375,1,0,1,1,0,1,1,1,1,1,0,0,0,179
4376,1,1,1,1,0,0,0,0,1,1,0,0,459,58
4377,1,1,1,1,0,0,1,0,1,1,1,0,3291,1218
4378,1,0,1,1,0,0,1,0,1,1,0,0,2592,500
4379,1,1,1,1,0,0,0,0,1,1,0,0,596,66
4380,1,1,1,1,0,0,1,0,1,1,0,0,-56,248
4381,1,0,1,1,0,0,0,0,1,1,0,0,1161,110
4382,1,0,1,1,0,0,0,0,1,1,0,0,183,3078
4383,1,1,1,1,0,0,0,0,1,1,0,1,154,21
4384,1,1,1,1,0,0,1,1,1,1,0,0,0,150
4385,1,1,1,1,0,1,0,0,1,1,0,0,479,148
4386,0,1,1,1,0,0,1,1,1,1,0,0,-980,91
4387,1,1,1,1,0,0,1,1,1,1,0,0,690,34
4388,0,1,1,1,0,0,1,1,1,1,0,0,5306,201
4389,1,1,1,1,0,0,1,1,1,1,0,0,730,70
4390,1,1,1,1,0,0,0,0,1,1,0,0,397,19
4391,1,1,1,1,0,0,1,1,1,1,0,0,434,351
4392,1,1,1,1,0,1,1,1,1,1,0,0,897,182
4393,0,1,1,1,0,0,0,0,1,1,0,0,0,365
4394,1,1,1,1,0,0,1,1,1,1,0,0,228,257
4395,1,1,1,1,0,0,1,1,1,1,0,0,201,280
4396,1,1,1,1,0,0,0,0,1,1,0,0,2847,16
4397,1,1,1,1,0,0,1,1,1,1,0,0,4039,140
4398,1,0,1,1,0,0,0,0,1,1,0,1,132,21
4399,1,1,1,1,0,0,1,1,1,1,0,0,9,184
4400,1,1,1,1,0,0,0,0,1,1,0,0,31,20
4401,1,1,1,0,0,0,1,1,1,1,0,1,0,107
4402,1,1,1,1,0,0,1,1,1,1,1,0,4438,446
4403,1,1,1,0,0,1,1,1,1,1,0,0,6421,661
4404,1,1,1,0,0,0,1,1,1,1,0,0,171,172
4405,0,1,1,0,0,0,0,0,1,1,0,0,42,125
4406,1,1,1,1,0,0,1,1,1,1,0,0,806,280
4407,1,1,1,1,0,0,1,1,1,1,0,0,298,216
4408,1,1,1,1,0,0,1,1,1,1,0,0,24,81
4409,1,1,1,1,0,0,1,1,1,1,0,0,290,409
4410,1,1,1,1,0,0,1,1,1,1,0,0,425,226
4411,1,1,1,1,0,0,1,1,1,1,0,0,0,191
4412,1,1,1,0,0,0,1,1,1,1,0,0,1602,171
4413,0,0,1,1,0,0,0,0,1,1,0,0,137,13
4414,1,1,1,1,0,0,1,1,1,1,0,0,3110,133
4415,1,0,1,1,0,0,1,1,1,1,0,0,419,656
4416,0,1,1,1,0,0,1,1,1,1,1,0,0,1205
4417,1,1,1,1,0,0,0,0,1,1,0,0,-88,202
4418,1,1,1,0,0,0,1,1,1,1,0,0,274,205
4419,1,1,1,1,0,0,1,1,1,1,0,0,0,206
4420,1,1,1,1,0,0,1,1,1,1,0,0,0,79
4421,1,1,1,1,0,0,0,0,1,1,0,0,162,186
4422,0,1,1,1,0,0,1,1,1,1,0,0,1222,532
4423,1,1,1,1,0,0,1,1,1,1,0,0,4482,97
4424,1,1,1,1,0,1,0,0,1,1,0,0,1259,234
4425,1,1,1,1,0,0,1,1,1,1,0,0,499,328
4426,1,1,1,1,0,0,1,1,1,1,0,0,1861,297
4427,1,1,1,1,0,0,1,1,1,1,1,1,271,1882
4428,1,1,1,1,0,0,1,1,1,1,0,0,622,243
4429,1,1,1,1,0,0,1,1,1,1,0,0,368,81
4430,1,0,1,1,0,0,1,0,1,1,0,0,492,142
4431,1,0,1,1,0,0,1,1,1,1,1,0,102,1334
4432,1,1,1,1,0,0,1,1,1,1,0,0,736,775
4433,1,1,1,1,0,0,1,1,1,1,0,0,733,335
4434,1,1,1,1,0,0,1,1,1,1,0,0,3175,168
4435,1,1,1,1,0,0,1,1,1,1,0,1,43,68
4436,1,0,1,1,0,0,1,1,1,1,0,0,574,121
4437,1,1,1,0,0,0,1,1,1,1,0,0,4622,217
4438,1,1,1,1,0,0,1,1,1,1,0,0,1820,68
4439,0,1,1,1,0,0,1,1,1,1,0,0,3750,119
4440,1,1,1,1,0,0,1,1,1,1,0,0,465,160
4441,1,1,1,1,0,0,0,0,1,1,0,0,860,294
4442,1,0,1,1,0,0,1,1,1,1,0,0,1583,57
4443,1,1,1,1,0,0,1,1,1,1,0,0,0,90
4444,1,1,1,1,0,0,1,1,1,1,0,0,7579,600
4445,1,1,1,1,0,0,1,1,1,1,0,0,4635,148
4446,1,1,1,1,0,1,1,1,1,1,0,0,827,38
4447,1,0,1,1,0,0,1,1,1,1,0,0,0,142
4448,1,1,1,1,0,0,1,1,1,1,0,0,364,466
4449,1,1,1,1,0,0,1,1,1,1,0,0,380,26
4450,1,1,1,1,0,0,1,1,1,1,0,0,93,203
4451,1,1,1,1,0,0,1,1,1,1,0,0,6138,369
4452,1,1,1,1,0,0,1,1,1,1,0,0,1803,29
4453,1,1,1,1,0,0,1,1,1,1,0,0,0,793
4454,1,1,1,1,0,0,1,1,1,1,0,0,3187,71
4455,1,1,1,1,0,0,1,1,1,1,1,0,2,182
4456,1,1,1,1,0,0,1,1,1,1,0,0,695,203
4457,1,0,1,1,0,0,1,1,1,1,0,0,1042,167
4458,1,1,1,1,0,0,1,1,1,1,0,0,4648,37
4459,1,1,1,1,0,0,1,1,1,1,0,0,2089,34
4460,1,1,1,0,0,0,1,1,1,1,0,0,3059,394
4461,1,1,1,0,0,0,1,1,1,1,0,0,412,127
4462,1,1,1,1,0,0,1,1,1,1,0,0,863,264
4463,1,1,1,1,0,0,1,1,1,1,0,0,4434,265
4464,1,1,1,1,0,0,1,1,1,1,0,0,5499,231
4465,0,1,1,1,0,0,1,1,1,1,0,0,3997,320
4466,1,0,1,1,0,0,1,1,1,1,0,0,4904,101
4467,1,1,1,1,0,0,1,1,1,1,0,0,440,110
4468,1,1,1,1,0,0,1,0,1,1,0,1,-14,121
4469,1,1,1,1,0,1,1,1,1,1,0,0,759,265
4470,1,1,1,1,0,0,1,1,1,1,0,0,603,345
4471,0,1,1,0,0,0,1,1,1,1,0,1,-41,171
4472,1,1,1,1,0,1,1,1,1,1,0,0,78,572
4473,1,1,1,1,0,0,1,1,1,1,0,0,84,67
4474,0,1,1,1,0,0,1,1,1,1,0,0,409,25
4475,1,1,1,0,0,0,1,1,1,1,0,0,732,269
4476,1,1,1,1,0,0,1,1,1,1,0,0,328,132
4477,1,1,1,1,0,0,1,1,1,1,0,0,1698,115
4478,1,1,1,1,0,0,1,1,1,1,0,0,9374,273
4479,1,1,1,1,0,1,1,1,1,1,0,0,439,56
4480,1,1,1,1,0,0,1,1,1,1,0,0,4958,434
4481,1,1,1,1,0,0,1,1,1,1,0,1,210,507
4482,1,1,1,1,0,0,1,1,1,1,0,0,2644,253
4483,1,0,1,1,0,0,1,1,1,1,0,0,17983,100
4484,1,1,1,1,0,0,1,1,1,1,0,0,614,116
4485,1,1,1,1,0,0,1,1,1,1,0,0,2137,124
4486,1,1,1,1,0,0,1,1,1,1,0,1,-291,66
4487,1,1,1,0,0,0,1,1,1,1,0,0,160,233
4488,1,0,1,1,0,0,1,1,1,1,0,1,11,90
4489,0,1,1,0,0,0,1,1,1,1,0,0,2036,104
4490,1,1,1,1,0,0,1,1,1,1,0,0,121,187
4491,1,0,1,1,0,0,1,1,1,1,0,0,-656,92
4492,1,1,1,1,0,1,1,1,1,1,0,0,1689,423
4493,1,1,1,1,0,0,1,1,1,1,0,0,439,215
4494,1,1,1,1,0,0,1,1,1,1,0,0,1283,209
4495,1,1,1,1,0,0,1,1,1,1,0,0,1769,181
4496,1,1,1,1,0,0,1,1,1,1,0,0,2,201
4497,1,1,1,0,0,0,1,1,1,1,0,0,0,40
4498,1,0,1,1,0,1,1,1,1,1,0,0,47,317
4499,1,1,1,1,0,0,1,1,1,1,0,0,2054,447
4500,1,1,1,1,0,0,1,1,1,1,0,0,8132,137
4501,1,1,1,0,0,0,1,1,1,1,0,0,453,184
4502,1,1,1,1,0,0,1,1,1,1,0,0,427,121
4503,1,1,1,1,0,0,0,0,1,1,0,0,2416,138
4504,1,1,1,1,0,0,0,0,1,1,0,0,877,207
4505,1,0,1,0,0,0,1,1,1,1,0,0,398,309
